Dataset,D,Method,Gamma,Clusters,Gap,Train_Errors,Test_Errors,Time,Iterations
breast_cancer_,2,Heuristic (FhS) with shifts,0.4,182,1.5624996512277565,31,9,120.55566191673279,1
breast_cancer_,2,Heuristic (FhS) with shifts,0.6,273,3.409090134297697,0,0,120.17149114608765,1
breast_cancer_,2,Heuristic (FhS) with shifts,0.8,364,4.357797165642852,0,0,120.67252993583679,1
breast_cancer_,2,Exact (FeS),0.0,2,1.3363025977123884,78,18,120.36588191986084,7
breast_cancer_,2,Exact (FeS),0.2,91,NaN,137,33,120.09836101531982,3
breast_cancer_,2,Exact (FeS),0.4,182,1.3363025977054348,29,9,120.14236092567444,1
breast_cancer_,2,Exact (FeS),0.6,273,3.1746024547417577,43,8,120.24155592918396,1
breast_cancer_,2,Exact (FeS),0.8,364,3.881277652676335,20,8,120.59587788581848,1
breast_cancer_,3,Univariate,0.0,2,0.0,356,90,0.035717010498046875,1
breast_cancer_,3,Univariate,0.2,91,0.0,25,11,45.40643000602722,1
breast_cancer_,3,Univariate,0.4,182,15.176698479542232,25,7,120.07394599914551,1
breast_cancer_,3,Univariate,0.6,273,5.08083023537408,21,11,120.13697385787964,1
breast_cancer_,3,Univariate,0.8,364,6.807510139082128,22,8,120.13178396224976,1
breast_cancer_,3,Univariate,1.0,455,5.324072841649805,23,14,120.16340184211731,1
breast_cancer_,3,Heuristic (FhS),0.0,2,1.3363025977054348,29,7,120.48575496673584,6
breast_cancer_,3,Heuristic (FhS),0.2,91,1.3363025977054348,24,11,120.12708783149719,3
breast_cancer_,3,Heuristic (FhS),0.4,182,1.3363025977054348,32,8,120.1546700000763,1
breast_cancer_,3,Heuristic (FhS),0.6,273,3.409090134297697,35,12,120.31294798851013,1
breast_cancer_,3,Heuristic (FhS),0.8,364,4.597700092482738,19,6,120.70660305023193,1
breast_cancer_,3,Heuristic (FhS) with shifts,0.0,2,1.3363025977054348,29,7,120.65352606773376,6
